"","Robinson-Foulds Distance","Quartet Distances","Robinson-Foulds Distance UQ","Robinson-Foulds Distance LQ","Quartet Distances UQ","Quartet Distances LQ"
"Paup vs Morphy",0.05,0.00620545073375262,0.1,0.0526315789473684,0.0121445862224593,0.00343613091658792
"Paup vs Anagallis",0.05,0.00620545073375262,0.1,0.0526315789473684,0.0121445862224593,0.00343613091658792
"Morphy vs Anagallis",0.05,0.00335429769392034,0.05,0,0.00328232060066467,0
