"","Robinson-Foulds Distance","Quartet Distances","Robinson-Foulds Distance UQ","Robinson-Foulds Distance LQ","Quartet Distances UQ","Quartet Distances LQ"
"Paup vs Morphy",0.434782608695652,0.43146089916892,0.434782608695652,0.217391304347826,0.423435744639281,0.221479787206702
"Paup vs Anagallis",0,0,0,0,0,0
"Morphy vs Anagallis",0.434782608695652,0.43146089916892,0.434782608695652,0.217391304347826,0.423435744639281,0.221479787206702
